URL,content_type,bytes,response
"https://www.giacomodebidda.com/",text/html; charset=UTF-8,11224,200
"https://www.giacomodebidda.com/contact/",text/html; charset=UTF-8,11815,200
"https://www.giacomodebidda.com/projects/",text/html; charset=UTF-8,10391,200
